col_0,col_1,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed,text_clean
ham,WHO ARE YOU SEEING?,who are you seeing?,WHO ARE YOU SEEING?,WHO ARE YOU SEEING?,WHO ARE YOU SEEING,WHO ARE YOU SEEING?,WHO ARE YOU SEEING?,who are you seeing
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great! i hope you like your man well endowed. i am  &lt;#&gt;  inches...,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches,Great! I hope you like your man well endowed. I am &lt;#&gt; inches...,Great! I hope you like your man well endowed. I am &lt;#&gt; inches...,great! i hope you like your man well endowed. i am &lt;#&gt; inches
ham,No calls..messages..missed calls,no calls..messages..missed calls,No calls..messages..missed calls,No calls..messages..missed calls,No calls..messages..missed calls,No calls..messages..missed calls,No calls..messages..missed calls,no calls..messages..missed calls
ham,Didn't you get hep b immunisation in nigeria.,didn't you get hep b immunisation in nigeria.,Didn't you get hep b immunisation in nigeria.,Didn't you get hep b immunisation in nigeria.,Didn't you get hep b immunisation in nigeria,Didn't you get hep b immunisation in nigeria.,Didn't you get hep b immunisation nigeria.,didn't you get hep b immunisation in nigeria
ham,"Fair enough, anything going on?","fair enough, anything going on?","Fair enough, anything going on?","Fair enough, anything going on?","Fair enough, anything going on","Fair enough, anything going on?","Fair enough, anything going on?","fair enough, anything going on"
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit","yeah hopefully, if tyler can't do it i could maybe ask around a bit","Yeah hopefully, if tyler can't do it I could maybe ask around a bit","Yeah hopefully, if tyler can't do it I could maybe ask around a bit","Yeah hopefully, if tyler can't do it I could maybe ask around a bit","Yeah hopefully, if tyler can't do it I could maybe ask around a bit","Yeah hopefully, if tyler can't do I could maybe ask around bit","yeah hopefully, if tyler can't do it i could maybe ask around a bit"
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,u don't know how stubborn i am. i didn't even want to go to the hospital. i kept telling mark i'm not a weak sucker. hospitals are for weak suckers.,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,U don't know how stubborn I am. I didn't even want go hospital. I kept telling Mark I'm not weak sucker. Hospitals weak suckers.,u don't know how stubborn i am. i didn't even want to go to the hospital. i kept telling mark i'm not a weak sucker. hospitals are for weak suckers
ham,What you thinked about me. First time you saw me in class.,what you thinked about me. first time you saw me in class.,What you thinked about me. First time you saw me in class.,What you thinked about me. First time you saw me in class.,What you thinked about me. First time you saw me in class,What you thinked about me. First time you saw me in class.,What you thinked about me. First time you saw me class.,what you thinked about me. first time you saw me in class
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;","a gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;","A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;","A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",A gram usually runs like  &lt;#&gt; a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt,"A gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;","A gram usually runs like &lt;#&gt; , half eighth smarter though gets you almost whole second gram &lt;#&gt;",a gram usually runs like &lt;#&gt; a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x ride early tomorrow morning but he's crashing our place tonight,k fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.","wow. i never realized that you were so embarassed by your accomodations. i thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". i'm sorry i didn't and don't have more to give. i'm sorry i offered. i'm sorry your room was so embarassing.","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.","Wow. I never realized you were so embarassed your accomodations. I thought you liked it, since i doing best i could you always seemed so happy about ""the cave"". I'm sorry I didn't don't have more give. I'm sorry i offered. I'm sorry your room so embarassing.","wow. i never realized that you were so embarassed by your accomodations. i thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". i'm sorry i didn't and don't have more to give. i'm sorry i offered. i'm sorry your room was so embarassing"
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS. ac Sptv: The New Jersey Devils Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,do you know what mallika sherawat did yesterday? find out now @  &lt;url&gt;,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,Do you know what Mallika Sherawat did yesterday? Find out now &lt;URL&gt,Do you know what Mallika Sherawat did yesterday? Find out now @ &lt;URL&gt;,Do you know what Mallika Sherawat did yesterday? Find out now @ &lt;URL&gt;,do you know what mallika sherawat did yesterday? find out now &lt;url&gt
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! <NUM> year special cinema pass for <NUM> is yours. call <NUM> now! C Suprman V, Matrix3, StarWars3, etc all <NUM> FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! 1 year special cinema pass 2 yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","congrats! <NUM> year special cinema pass for <NUM> is yours. call <NUM> now! c suprman v, matrix3, starwars3, etc all <NUM> free! bx420-ip4-5we. 150pm. dont miss out"
